TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.2176,284597.6,277467.7,179415.1,140028,113.5317,630.56,213.071,379.68,104.3586,443.52
0.2184343,234956,208614.6,168362.5,123412.8,95.44548,361.76,335.2126,463.68,291.4591,565.6
0.2185257,435863.9,313063.5,327938.5,186476.6,595.5785,682.08,384.9335,381.92,389.4388,762.72
0.21936,403688.9,303145.9,275247.5,178251.4,527.0566,686.56,311.3323,367.36,219.0275,532
0.2205371,334210.9,315369.6,182699,131423,9.541299,437.92,353.4937,599.2,248.6261,484.96
0.2205486,318197,310688,189313,121190.7,168.646,459.2,280.1091,313.6,43.69937,323.68
0.22136,409186.3,253764,425607,218827.8,752.7229,878.08,666.6996,753.76,284.6145,430.08
0.2230286,421399.7,290148.3,321826.1,175800.8,395.5469,677.6,498.2486,641.76,99.03024,415.52
0.2233486,509922.8,338147,396123.2,194276.3,781.4335,583.52,399.7382,536.48,224.41,402.08
0.2237029,446600.5,333650.3,288488.9,171445.1,308.0508,365.12,404.6767,573.44,433.6363,510.72
