TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.1074743,304290.1,299150.9,138542.7,90488.16,741.4488,1211.84,173.5628,364,2395.787,3284.96
0.1074971,444101.8,288953.3,405225.6,204115.5,202.9232,1099.84,382.3018,409.92,9464.135,10206.56
0.1080457,421352.4,293265.3,332039.2,183990.2,563.8247,2060.8,420.5211,393.12,3778.506,5079.2
0.1082057,403767.7,295442.6,379003.2,209368.3,1675.716,1594.88,442.7878,380.8,8555.924,6519.52
0.1082971,431838,276716.2,476085.2,257503.7,718.5865,1648.64,655.2522,684.32,15146.5,16480.8
0.1090857,316966.7,239490.7,270041.6,199319.7,1419.087,2131.36,211.1432,355.04,4390.026,4008.48
0.1095086,262344.3,207844,243367.3,173920.3,932.4264,1189.44,484.4727,609.28,7149.129,6997.76
0.1101029,434786.3,293730.1,436459.2,210437.9,433.9612,1513.12,562.3735,624.96,12882.14,12264
0.1107086,230644.6,189761.6,298468.6,246303.7,1293.48,1682.24,244.684,341.6,9202.599,9693.6
0.1116,533662.8,360957,478034,232682.2,828.5335,1461.6,630.5705,492.8,11613.08,9065.28
0.1143771,288491.3,273411,173110.9,136946.9,509.9776,1522.08,220.2296,331.52,4408.188,5567.52
0.1150286,254421.6,198422.6,200670.2,130357.9,1225.499,2182.88,246.3734,357.28,6711.313,7826.56
0.1156914,234936.8,201182.2,169522.4,122503.4,843.8256,1635.2,111.6581,253.12,7087.636,8377.6
0.1159086,499951.3,287218.4,519217.8,267507.5,626.141,1388.8,368.136,445.76,29951.04,23922.08
0.11784,470373.8,335072.7,471760.6,246079.7,723.1351,1818.88,486.6821,508.48,17445.32,15188.32
0.1178971,451917.7,249580.8,552134.4,257436.5,1457.295,2059.68,525.6703,576.8,6905.431,7785.12
0.1184114,241412.7,213153.9,189200.9,146044.6,89.00159,627.2,239.5613,374.08,3819.574,5399.52
0.1194857,395304,284875.4,273130.5,161368.5,1003.862,2252.32,213.006,260.96,5741.469,4867.52
0.1239314,403722,285192.3,383207.9,217985.6,1066.784,1792,385.8973,431.2,9807.112,7369.6
0.1245143,265608.1,236041.1,184691.3,114490.9,527.7064,912.8,282.8817,381.92,5215.592,5253.92
0.1250286,233644.1,197356.3,215140.3,153296.6,1111.827,1839.04,123.3329,350.56,3930.983,5398.4
0.1250514,248095.7,198844.8,216328.1,155206.2,33.89814,2252.32,424.4308,582.4,4788.671,7824.32
0.1259886,434603.1,260848,505741.8,260123.4,68.96593,1303.68,621.4191,616,8676.745,7274.4
0.1264571,406970.4,438678.3,199490.4,188966.4,1558.492,2401.28,48.41045,183.68,3555.601,4299.68
0.1271429,277203.1,231760.5,250620.3,175509.6,487.5918,1300.32,342.4796,469.28,4378.85,5810.56
0.1283543,411571.9,283239,327119.1,181969.8,397.7455,2125.76,236.2365,486.08,7182.443,6660.64
0.1314857,190125.5,148267.8,220599.7,170098.9,532.8074,1626.24,240.4927,469.28,7616.892,8156.96
0.1318057,376616.7,265591.2,395450.6,239377.6,1289.494,1388.8,403.7128,445.76,4691.98,4290.72
0.1323771,288695.9,268880.7,162497.6,104958.6,620.6068,1844.64,315.5452,470.4,5286.161,6954.08
0.1338171,199369.1,143382.4,203151.7,146984.3,345.5337,1076.32,286.9538,596.96,3535.728,6564.32
0.1339429,512133.8,324301.6,405557.7,193271.7,439.712,1010.24,533.663,521.92,13955.65,12885.6
0.1339886,377820.6,257583.2,446960.1,222295.4,818.4507,1261.12,434.5027,553.28,9060.736,7881.44
0.1340343,455401.3,307410.9,383798.7,217948.6,799.8663,985.6,282.221,470.4,6091.107,5653.76
0.1341714,391811.5,330461.6,459709.3,238607,457.8632,1279.04,401.0378,449.12,6894.677,9311.68
0.1343086,413554.9,278259.5,362012.8,195068.2,1666.435,3046.4,318.87,322.56,9688.404,9457.28
0.1353829,357850.5,279109.6,250383.5,142872.8,-132.6576,1090.88,298.2928,428.96,5318.846,6342.56
0.1355886,337140,261904.2,263087.7,171671.4,-128.2931,1351.84,238.2184,309.12,4831.937,4359.04
0.1369257,520794.3,321564.3,449626.7,221503.5,38.07856,1184.96,455.4373,595.84,6572.666,9936.64
0.1374629,474138.1,281681.1,522962.3,307338.1,1302.783,2131.36,496.9165,509.6,9246.266,9766.4
0.1382286,381397.1,267134.6,416663.8,233663.4,1237.369,1555.68,514.8836,510.72,4676.634,4801.44
